Tweet_id,Target,Text,Error Label,Span,Span Label,Correct Span,Category,Category Label,Correct Categories,Target Label,Correct Targets,Notes
1658076704982565120,Arab,@bhdrkm58 @gizemyceee @sadecesidde @berkcanguven profilde nie noodle diliyle bir seyler yazilmis la okunmuyo arap sevici orospu ccougu seni kapali anani skecemm yolla bana izmirdeyim,,"arap sevici orospu ccougu seni,skecemm yolla bana izmirdeyim",Correct,,"Swearing; Insult; Defamation; Dehumanization,Swearing; Insult; Defamation; Dehumanization",Correct,,,,Span ve kategori doğru
1658522955616222976,Armenian,@kilicdarogluk Bugün 5 tane şehit verdik ortağı olduğunuz PKK sevicileri tarafından hiç vicdanın sızladı mı Ermeni alevisi,,Ermeni alevisi,Correct,,Swearing; Insult; Defamation; Dehumanization,Wrong,,Incomplete,,"Span doğru, kategori yanlış, simgeleştirme olacak (hedef grup: Kürtler de var)"
1658599351445253888,Armenian,@sidar61710806 @fatihportakal @kilicdarogluk @meral_aksener @PervinBuldan @hdpdemirtas @Ahmet_Davutoglu @DrSinanOgan Cesareti verdiniz sayenizde o sahneleri daha cok göreceğiz pkk demek ermeni demek kürt düşmanı demek. Meclise soktunuz şimdi ağlamayın bugün 5 şehidimiz var bilmem vicdanınıza dokunur mu,,pkk demek ermeni demek kürt düşmanı demek,Correct,,Exaggeration; Generalization; Attribution; Distortion,Correct,,Incomplete,,Span ve kategori doğru (hedef grup: Kürtler de var)
1658529038137188096,Armenian,@iyiphaber Ülkenin muhalefeti  bir ermeni kalıntı kırıntısı fahişenin laflarıyla yönlendirilmeye başladı vaaaayy ülkem vaaaayy,,ermeni kalıntı kırıntısı fahişenin,Correct,,Swearing; Insult; Defamation; Dehumanization,Correct,,,,Span ve kategori doğru
1658154910624390912,Armenian,@fatihportakal Azerbaycandan dost olmaz dedinya dogru demissin senin gibi ermeni tohumlarina azerbaycandan dost olmaz dogru tespitte bulunmussun..onu bunu yargiliyicaz diyosunuzya.Turkiye sizin degil kendinize gelin siz Turkiyeyi temsil etmiyosunuz siz ermenistani avrupayi temsil ediyosunuz.,,senin gibi ermeni tohumlarina,Correct,,Swearing; Insult; Defamation; Dehumanization,Correct,,,,Span ve kategori doğru
1658430218632045056,Armenian,"@ei8hty_ei8ht @TCMuge @_aslantug Tip ysp'nin yandan cakmasidir, hüdaparin seriatsiz, sosyalist versiyonudur. Ermeni oldunuz Türk olamadınız, çok enteresan bir olusumsunuz",,Ermeni oldunuz Türk olamadınız,Correct,,Exclusive/Discriminatory Discourse,Wrong,,,,"Span doğru, kategori yanlış"
1658771134773448960,Armenian,@turarms_news Başkanla bitmez nerde pkk sevicisi sözde ermeni soykırımı destekleyici dhkpc destekçisi varsa CHP'de,,pkk sevicisi sözde ermeni soykırımı destekleyici dhkpc destekçisi varsa CHP'de,Correct,,Exaggeration; Generalization; Attribution; Distortion,Correct,,,,Span ve kategori doğru
1658139896547033088,Armenian,@gulsumkagatun @dileysss @DijitalNabiz @TurkcuPaylasim Ermeni Çeteleri ile birleşirsen Milliyetçiler de Erdoğan ile birleşir.,,Ermeni Çeteleri ile birleşirsen,Correct,,Exaggeration; Generalization; Attribution; Distortion,Correct,,,,Span ve kategori doğru
1658743904999546880,Armenian,@Zeynep27981210 @KumandanRte Adam vekil vermeyi seviyor hayır olarak para kullanmıyor vekil kullanıyor Allah rızası için bir sadaka diyene adam vekil veriyor bu bayramda kurban olarak vekil keser diye korkuyordum da Allahtan ermeni olduğunu öğrendim  için rahatladı,,Allahtan ermeni olduğunu öğrendim,Correct,,Swearing; Insult; Defamation; Dehumanization,Wrong,,,,"Span doğru, kategori yanlış (sarkastik bir tweet, ayrımcı söylem olacak Hıristiyanlığa atıfta bulunuyor)"
1658083681620180992,Armenian,Karadenizli olmakla gurur duyuyorum. Gerçek Türklerden size oy moy yok. Ermeni artıkları! https://t.co/oKLys9UZAY,,Ermeni artıkları,Correct,,Swearing; Insult; Defamation; Dehumanization,Correct,,,,Span ve kategori doğru
1658514893182468096,Armenian,@ANALDELREY85 @EkReMUsTaD @kilicdarogluk Ermeni soyu derken üzgünüm ki teşbihte hata yapmıyoruz…Maalesef gerçek.Neden hiçbir Chp li arkadaşım yorum yazamıyor.Normalde herseye saldırırlar.🙈🙉🙊 nu oynamayın artık rica ediyorum 🙏,,Ermeni soyu,Correct,,Symbolization,Correct,,,,Span ve kategori doğru (simgeleştirmeyi doğru algılamış vov)
1658236346157104896,Armenian,"@tele1comtr Bu adam sussun. Valla oy kaybettiriyor.
Yargilayacagiiiiiiz dedikçe insanlar Erdoğan'i koruma iç gudusune giriyor. Daha da bağlaniyor.
Şu Ermeni seviciyi cikarmayiiiiin",,Ermeni seviciyi,Correct,,Exaggeration; Generalization; Attribution; Distortion,Wrong,,,,"Span doğru, kategori yanlış (simgeleştirme olacak)"
1658502156536750080,Armenian,@SkyFall1614 CHP'liler biraz mantık yürütün.@kilicdarogluk bir Ermeni.Karabulut olan soyadını Kılıçdaroğlu olarak değiştirdi.Annesinin adı Yemuş.Amcasının oğlu İbrahim Karabulut PKK'nın Hamburg sorumlusu.Bunların HDP ile işbirliği yapması tesadüf mü?PKK da Ermeni Asala'nın uzantısı.Basit.😁 https://t.co/h1ssJmWRxE,,"bir Ermeni,PKK da Ermeni Asala'nın uzantısı",Correct,,"Swearing; Insult; Defamation; Dehumanization,Exaggeration; Generalization; Attribution; Distortion",Wrong,,,,"Span doğru, kategori biri doğru biri yanlış"
1658754975042792960,Armenian,@medyaadami @gulinguliin Şu yorum yapanlara bakıyorum üzüldüm bizim 50 bin şehidimiz bu PKK sevicileri için onların masum gösterenler için bedel vermişler can vermişler. Yazık  ki bu Ermeni sevicilerle aynı topraklarda yaşıyorum.,,Ermeni sevicilerle,Correct,,Exaggeration; Generalization; Attribution; Distortion,Wrong,,,,"Span doğru, kategori yanlış, simgeleştirme olacak"
1658505464852750080,Armenian,@NerissaKatun @ErdalErcebi @umaydoktrin @kilicdarogluk Sen benimle uğraşacağına bay Kemalin yanına git. son bir saat Sinan oğan adına çekilsin. bozkurt Sinan olmazsa Osmanlılı tayibe oylar. ermeni Kılıçdaroğluna oy yok.,,ermeni Kılıçdaroğluna,Correct,,Swearing; Insult; Defamation; Dehumanization,Wrong,,,,"Span doğru, kategori yanlış, simgeleştirme olacak"
1658085081611661056,Armenian,@su_acayip_kisi @absurtolaylar Komando Askerlik yaptım pkkyla catistim. Akrabalarimdan  şehitlerler ülke için bedel ödedik gidip ne olduğu belli olmayan Ermeni bay bay kemalemi oy verecektik tabiki ERDOĞAN diyoruz ☝🏿🔥🔥🇹🇷,,ne olduğu belli olmayan Ermeni,Correct,,Exclusive/Discriminatory Discourse,Wrong,,,,"Span doğru, kategori yanlış"
1658367373018124032,Armenian,Hani bu ülkeyi terkediyordunuz niye defolup gitmiyorsunuz biz bu ülkede ermeni istemiyoruz. https://t.co/OcpY5yXHCZ,,defolup gitmiyorsunuz biz bu ülkede ermeni istemiyoruz,Correct,,Exclusive/Discriminatory Discourse,Correct,,,,Span ve kategori doğru
1658227124946320896,Armenian,@DrDouAkar1 @Masumlimon1 Lan sen geçmişini bi araştır bakalım Osmanlıya dayanıyor mu ? Dayanıyorsa senin ninen de çarşaflıydı. Eger dayanmıyorsa aynı Osmanlıdaki gibi şimdiki azınlık ermeni tohumusunuz,,ermeni tohumusunuz,Correct,,Swearing; Insult; Dehumanization,Correct,,,,Span ve kategori doğru
1658444818933063936,Armenian,@yenisafak Bu kadın müslüman olamaz uzaktan yakından alakası bile yok bu Ermeni bunların zihniyeti hep böyledir kıyamete kadarda böyle olacak surata baksana maymun gibi,,"ermeni,maymun gibi",Correct,,"Exclusive/Discriminatory Discourse,Swearing; Insult; Dehumanization",Correct,,,,Span ve kategori doğru
1658010991341486080,Armenian,@SoldByOktay @YasharH3 Sebe şu! Erdoğan çok güclü ve kararlı! Farsi faşistler ondan korkuyor! Erdoğan olmazsa Farslar Azerbaycana saldırır Ermeni itini korur!,,Ermeni itini,Correct,,Swearing; Insult; Dehumanization,Correct,,,,Span ve kategori doğru
1658630214589592064,Armenian,"@Siyahmavi3838 İşte tam da bunu ifade ederek söylemiştim bu kahpelerin Kürt müslüman olduklarına inanmıyorum, bunlar sadece Ermeni asıllı piç kuruları, derhâl soruşturma başlatılsın hemde derhâl",,Ermeni asıllı piç kuruları,Correct,,Swearing; Insult; Dehumanization,Correct,,,,Span ve kategori doğru
1658259435599417088,Armenian,"@DafneEren Haklısın içerisinde gayrımüslim yahudi ve ermeni asıllılar, sebateyistler ve din değil ama islam düşmanı %25 sabit kitle ki ne kitlersen yerler+ % 9 hdpkk teröristi + % 6 fetö teröristi ve % 5 de ak partiden kovulan veya marjinal ahmak olan dhkpc ve tip gibi embesilleri de… https://t.co/H17LbAYOOv",,"ermeni asıllılar,sebateyistler,islam düşmanı",Correct,,"Exclusive/Discriminatory Discourse,Symbolization,Swearing; Insult; Dehumanization",Wrong,,,,"Span doğru, kategori sonuncusu yanlış"
1658105292603772928,Armenian,"@Transferhaber6 Kimse kusura bakmasın, ermeni kadının balası asla Türk’e başkan olamaz !(ırkçılıkla alakası yok) adayınızı belirlerken kaybettiniz.",,ermeni kadının balası asla Türk’e başkan olamaz,Correct,,Exclusive/Discriminatory Discourse,Correct,,,,Span ve kategori doğru
1658432351544672000,Armenian,@dk_imamoglu @rahsangulsan Çocuklarımızın yarınlarını siz karartacaksının terör ve ermeni severleri çok yazık sizlere bu kadar vatan düşmanlığı olmaz.....?,,ermeni severleri,Correct,,Exclusive/Discriminatory Discourse,Wrong,,,,"Span doğru, kategori yanlış, simgeleştirme olacak"
1658163412092826112,Armenian,"@Mehmetguler0239 @aysegultlc @FerhadUzun21 @kilicdarogluk @ekrem_imamoglu HDP de yok mu, hangi vicdan kendi çocuğunu avrupaya , garibanın çocuğunu dağa yollar.
PKK ve destekçilerinin çoğu cihan harbinde hamile kadınlarımızın karnını deşen ermeni militanlarının tohumları.
Ki o yıllarda onların hakkından gelenlerde Kürt kardeşlerimizdi.",,ermeni militanlarının tohumları,Correct,,Swearing; Insult; Dehumanization,Wrong,,,,"Span doğru, kategori yanlış"
1658499806736666880,Armenian,@aleynaklcdarglu Hastr lan Ermeni tohumu şerefsizler. Ne bok olduğunuzu tüekiyenin yarısından fazlası biliyor geri kalan da iq ortalamasını düşüren aptallar.,,"Ermeni tohumu,şerefsizler",Correct,,"Swearing; Insult; Dehumanization,Swearing; Insult; Dehumanization",Correct,,,,Span ve kategori doğru
1658171382511854080,Armenian,"@nikopoliidis @furkancerkes O cümleye gitmeye gerek yok. Atatürk düşmanı ve Ermeni sevici Canan’ı il başkanı, yüksel taşkını, Sadullah ergini ve buna benze 35 40 mv chp saflarında nasıl seçtiniz. Atatürkçüsün ya mantıklı bir cevabın vardır",,Ermeni sevici,Correct,,Exclusive/Discriminatory Discourse,Wrong,,,,"Span doğru, kategori yanlış simgeleştirme olacak, Ermeni seviciyi ayrımcı söylem olarak alıyor ama simgeleştirme"
1658190798779736064,Armenian,@miray_denizzz @lordsinov Yav yabancı düşmanlıgını anlıyorum da Millet ittifakında zaten Türk yok Buna ne diyorsun Birinin anası Ermeni birinin babası yahudi e nasıl olacak .d,,Birinin anası Ermeni birinin babası yahudi,Correct,,Exclusive/Discriminatory Discourse,Wrong,,,,"Span doğru, kategori yanlış, abartma/yükleme/çarpıtma olacak"
1534982546592874498,Greek,"@username @username @username @username ANSIZIN GELEBİLİRİZ
#ŞakamızYokYunanistan https://t.co/JNgBsBrErh",,ANSIZIN GELEBİLİRİZ #ŞakamızYokYunanistan,Correct,,Threat of Enmity; War; Attack; Murder; or Harm,Correct,,,,Span ve kategori doğru
1566515940090601472,Greek,"Yunanistan için tehlike sirenleri çalıyor… 
Titre Yunanistan… 
Bir gece ansızın gelebiliriz… https://t.co/PaK3xJiO8k",,Titre Yunanistan… Bir gece ansızın gelebiliriz,Correct,,Threat of Enmity; War; Attack; Murder; or Harm,Correct,,,,Span ve kategori doğru
1540567716918185984,Greek,"Araplar bizi arkadan vurdu diye havlayanlar 
Anadolu'yu işgal eden çoçuk kadın yaşlı demeden katleden  Yunan Fransız İngiliz gavuruna tek laf etmez 
Sizin sahte milliyetçiliğinize  Sahte Türkçülüğünüze sokayım
Sizin Düşmalıgınız Araplara değil İslama",,"Anadolu'yu işgal eden çoçuk kadın yaşlı demeden katleden Yunan Fransız İngiliz gavuruna tek laf etmez,Sizin sahte milliyetçiliğinize Sahte Türkçülüğünüze sokayım",Correct,,"Exaggeration; Generalization; Attribution; Distortion,Swearing; Insult; Defamation; Dehumanization",Wrong,,,,"Span doğru, kategori yanlış ilkinde, ikincisi doğru, gavur kelimesini algılamamış"
1538989341380427777,Greek,"adamlarda savaş var ruble dolara karşı değer kazanıyor
savaşa mı girsek napsak ?
ne diyordu o sağcı yunan pzvnk https://t.co/zQdiw5qKvU",,ne diyordu o sağcı yunan pzvnk,Correct,,Swearing; Insult; Defamation; Dehumanization,Correct,,,,"Span ve kategori doğru (ek olarak sarkastik ifadeyle savaş söylemi üretmiş, savaşa mı girsek ne yapsak diyerek)"
1515041522336645122,Greek,@username @username Mal Yunan tohumu,,Mal Yunan tohumu,Correct,,Swearing; Insult; Defamation; Dehumanization,Correct,,,,Span ve kategori doğru
1510003278297321484,Greek,sanırsin istilaya ugradik talana geliyorlar Devlet nerde ... yer yüzunde böyle istilaya ugramiş bir ülke yok yunan 4 piç için set çekti ordu yigdi ülkeyi yöneten ülkeyi satmiş amerika esir almiş her boku bize gönderiyor https://t.co/N4SimI7Ni3,,yunan 4 piç için,Correct,,Swearing; Insult; Defamation; Dehumanization,Correct,,,,Span ve kategori doğru
1534633622392786945,Greek,"@hilal_kaplan Abd ordusu direkt müdahale kabiliyeti yok;
MAYIN EŞEKLERİ   organik uzvu nato ve aparatı terör örgütleri fetöpkk ile dedeağaçtan gara'ya kurmak istediği hat 100 yıl öncesinin işgal saldırısının devamı... Yunanistan da burda eşeğin önde gideni
İsveç mi 
***
https://t.co/JGiO7YPCKY",,Yunanistan da burda eşeğin önde gideni,Correct,,Swearing; Insult; Defamation; Dehumanization,Correct,,,,Span ve kategori doğru
1568530150484058112,Greek,"@username @username YUNAN ARTIĞI MASON SOYUN 
ATATÜRK MASON LOCALARINI KAPATTI CHP Yİ UNUTMUŞ
Cumhuriyet Hıristiyan Partisi CHP
SOYSUZ İT SÜRÜLERİ

9 EYLÜL DE NE OLDU
KİMDEN KURTULDU İZMİR

OSMANLI TORUNUYUM https://t.co/X2nvhEU9lX",,"YUNAN ARTIĞI MASON SOYUN,SOYSUZ İT SÜRÜLERİ",Correct,,"Exaggeration; Generalization; Attribution; Distortion,Swearing; Insult; Defamation; Dehumanization",Correct,,Incomplete,,Span ve kategori doğru (hedef grup: Hıristiyanlar da var)
1552751979843182594,Greek,@Aslidiyorki1453 Türkün dediğine değilde yunanın dediğine uy yunan tohumu seni.,,yunan tohumu seni,Correct,,Swearing; Insult; Defamation; Dehumanization,Correct,,,,Span ve kategori doğru
1568722539781947392,Greek,"@Ahaber Dünya Tarihinin En Azametli Tarihini Yazar Şanlı Ecdadimizin Adını Destursuz anan serseriler

""""Bu milletin Ferdi Değillerdir""""

Yoksa kimse Kendi Arasına Sövecek Kadar Aşağılıklaşamaz 

Bunlar Olsa olsa Yunan Dölü Olması Lazm getir...",,Yunan Dölü Olması Lazm,Correct,,Swearing; Insult; Defamation; Dehumanization,Correct,,,,Span ve kategori doğru
1532656496722464770,Greek,Yunanistan provokasyon Rumlar kışkırtma peşinde https://t.co/qtUy24gmxq @hurriyetcomtr aracılığıyla,,Yunanistan provokasyon Rumlar kışkırtma peşinde,Correct,,Exaggeration; Generalization; Attribution; Distortion,Correct,,Incomplete,,Span ve kategori doğru (hedef grup: Rumlar da var)
1568573271431430144,Greek,@tuncsoyer Yunan tohumu oldugun belli Atatürk yerinden kalksa seni seningibileri denize dokerdi hain azkaldii hepinizi soyunuzu denize dokecegiz alcak senii,,"Yunan tohumu,hepinizi soyunuzu denize dokecegiz alcak",Correct,,"Swearing; Insult; Defamation; Dehumanization,Threat of Enmity; War; Attack; Murder; or Harm",Correct,,,,Span ve kategori doğru
1568682522812334083,Greek,Yunanistan fena kaşınıyor. İnşallah bu süreci akıllıca yönetiriz. Ama 1 tl ekmek 5 tl ekmek muhabbetlerini yapan kişilerden çok akıllıca hareketler bekleyemiyorum ne yazık ki.,,Yunanistan fena kaşınıyor,Correct,,Threat of Enmity; War; Attack; Murder; or Harm,Correct,,,,Span ve kategori doğru
1540220153937510402,Greek,"@username 87gün öyle mi?
87 günde yunan kaç köy yaktı,kaç Türk evladını şehit etti,kaç kızın ırzına geçti acaba!
Yunangalip gelseydi diyeni,ingiliz gemisiyle kaçanı savunanlar,ogün şehit olan evlatların çektikleri için ""işgal miymiş"" demeye de cürret ederler.

Başbuğ hepsinin cevap vermiş! https://t.co/flWYSlnauc",,"87 günde yunan kaç köy yaktı,kaç Türk evladını şehit etti,kaç kızın ırzına geçti acaba!",Correct,,Exaggeration; Generalization; Attribution; Distortion,Correct,,,,Span ve kategori doğru
1557337472337690625,Greek,"Yunan tohumu olanlari izmirden
 Çıkartıp selanige atın izmire 
Bereket gelir..
Sadece ve yalniz iman eden mumin müslümanlara MUHABBETLE.💖 

Din.Dindar ve Allah dusmani imansiz oğlanlara LANETLER.👹 https://t.co/aj0NIzm68b",,"Yunan tohumu olanlari izmirden
 Çıkartıp selanige atın,Din.Dindar ve Allah dusmani imansiz oğlanlara LANETLER",Correct,,"Exclusive/Discriminatory Discourse,Swearing; Insult; Defamation; Dehumanization",Wrong,,,,"Span doğru, yunan tohumunun kategorisi yanlış, ikincisi doğru"
1527260415058649097,Greek,"@EliasYpsilantis @tipgenelmerkez Tecavüzcü katil ve soykırımcı arıyorsan,Yunan dedelerine sor onlar çok iyi bilir! Tabii kuyruk acın var ona veriyorum ! Bu arada dedelerimize ninelerimize yaptığınız zulümleri,değil üç kuşak 50 kuşak geçsede unutmayız! Yaktığınız evlerin izi hala duruyor",,"Tecavüzcü katil ve soykırımcı arıyorsan,Yunan dedelerine sor,dedelerimize ninelerimize yaptığınız zulümleri,değil üç kuşak 50 kuşak geçsede unutmayız! Yaktığınız evlerin izi hala duruyor",Correct,,"Exaggeration; Generalization; Attribution; Distortion,Exaggeration; Generalization; Attribution; Distortion",Correct,,,,Span ve kategori doğru
1552025999898017794,Greek,"@username Yunan tohumu benim ülkem şehitler verdiğim Türkiye'dir. Sen kimi kimin ülkesinden kovuyorsun hadsiz bayraksız! 
İslam düşmanı! 
Bekle.. sadece bekle. . 
Ölümünü bekle. 
Elbet o zaman sende uyanacaksın! 
Ölüm yakın 100 yıl da yaşasan yakın !",,"Yunan tohumu,İslam düşmanı!,Ölümünü bekle",Correct,,"Swearing; Insult; Defamation; Dehumanization,Swearing; Insult; Defamation; Dehumanization,Threat of Enmity; War; Attack; Murder; or Harm",Correct,,,,Span ve kategori doğru
1545421159734427651,Greek,@username @username @username @username Siktir git o. çocuğu putperest Yunan tohumu sizin tayfadan onlarda iyi veriyorlar sizin gibi senin gibi,,Siktir git o. çocuğu putperest Yunan tohumu sizin tayfadan onlarda iyi veriyorlar,Correct,,Swearing; Insult; Defamation; Dehumanization,Correct,,,,Span ve kategori doğru
1493143614217723906,Greek,"@akdenizpolitik Yalan dolan, kim taciz etsin kıçı kırık yunan bakan yardımcısını. Hayatınız yalan dolan , AB’nin soytarısı yaptınız kendinizi. Nüfus yaşlı, akıllı gençlerin nerdeyse tamamı yurt dışında (AB de çalışmaları çok kolay). Geride ancak mankafa ve ırkçı şoven yunanlar kalmış.",,"kıçı kırık yunan bakan yardımcısını,ancak mankafa ve ırkçı şoven yunanlar kalmış",Correct,,"Swearing; Insult; Defamation; Dehumanization,Swearing; Insult; Defamation; Dehumanization",Correct,,,,Span ve kategori doğru
1568857990438191107,Greek,@username İzmir in nasıl bir yunan yerleşkesi olduğunun hali bu. Gavur İzmir adini aldığı hal,,İzmir in nasıl bir yunan yerleşkesi olduğunun hali bu. Gavur İzmir,Correct,,Exaggeration; Generalization; Attribution; Distortion,Wrong,,,,"Span doğru, kategori yanlış"
1568684084108328960,Greek,@username @username @username Ulan Yunan tohumu kaybol.,,Yunan tohumu kaybol,Correct,,Swearing; Insult; Defamation; Dehumanization,Correct,,,,Span ve kategori doğru
1539538784940957696,Greek,@username Kanı bozuk yunan tohumu artıkları. Siz bu ülkenin ormanına taşına toprağına düşman bir kitlesini. Sizin ecdadınız ananız bozuk. Beş kuruş paraya satılmışşınız sizler. Bu ülkenin bir karışına zarar geldikçe sevinen asalaklarsınız.,,"Kanı bozuk yunan tohumu artıkları,Bu ülkenin bir karışına zarar geldikçe sevinen asalaklarsınız",Correct,,"Swearing; Insult; Defamation; Dehumanization,Swearing; Insult; Defamation; Dehumanization",Correct,,,,Span ve kategori doğru
