Tweet_id,Target,Text,Error Label,Span,Span Label,Correct Span,Category,Category Label,Correct Categories,Target Label,Correct Targets,Notes
1658076704982565120,Arab,@bhdrkm58 @gizemyceee @sadecesidde @berkcanguven profilde nie noodle diliyle bir seyler yazilmis la okunmuyo arap sevici orospu ccougu seni kapali anani skecemm yolla bana izmirdeyim,,"arap sevici orospu ccougu seni,skecemm yolla bana izmirdeyim",Correct,,"Swearing; Insult; Defamation; Dehumanization,Swearing; Insult; Defamation; Dehumanization",Correct,,,,Span ve kategori doğru
1657902996330627072,Arab,@scypt_musician @gizliservis06 aslan bana kuru milliyetçilik yapma bu milletin hiçbir evladı arap bedevileri için refahından pay vermeyecek hastaneelrde para verirken 2. sınıf vatandaş gibi onunda parasını ödemeyecek yılda binlerce dolar onlar yerine yine bizim vergimiz bize dönecek Önce Can sonra CANAN,Erroneous,"Arap sevici ahtapotlarla,Türk düşmanı hümanistlerin değildir",,,"Swearing; Insult; Defamation; Dehumanization,Swearing; Insult; Defamation; Dehumanization",,,,,"Bu tweetin textiyle spani farklı, bir karışıklık olmuş sanırım"
1658749644619279872,Arab,Hırsızlara sapıklara yalancılara iftiracılara oy veren ğötveren Arap tohumu dindoş mallar var adiler utanmazlar https://t.co/zLfwSdl9ny,,"Arap tohumu,mallar",Incomplete,,"Swearing; Insult; Defamation; Dehumanization,Swearing; Insult; Defamation; Dehumanization",Correct,,,,"Span ve kategori doğru, bir hakareti algılamamış sadece"
1657926160782000128,Arab,,Erroneous,"gerçek yamyamlar,birkaç karnını doyuracağız diye",,,"Swearing; Insult; Defamation; Dehumanization,Swearing; Insult; Defamation; Dehumanization",,,,,Sadece span gözüküyor text yok
1658522955616222976,Armenian,@kilicdarogluk Bugün 5 tane şehit verdik ortağı olduğunuz PKK sevicileri tarafından hiç vicdanın sızladı mı Ermeni alevisi,,Ermeni alevisi,Correct,,Swearing; Insult; Defamation; Dehumanization,Wrong,,Incomplete,,"Span doğru, kategori yanlış, simgeleştirme olacak (hedef grup: Kürtler de var)"
1658599351445253888,Armenian,@sidar61710806 @fatihportakal @kilicdarogluk @meral_aksener @PervinBuldan @hdpdemirtas @Ahmet_Davutoglu @DrSinanOgan Cesareti verdiniz sayenizde o sahneleri daha cok göreceğiz pkk demek ermeni demek kürt düşmanı demek. Meclise soktunuz şimdi ağlamayın bugün 5 şehidimiz var bilmem vicdanınıza dokunur mu,,pkk demek ermeni demek kürt düşmanı demek,Correct,,Exaggeration; Generalization; Attribution; Distortion,Correct,,Incomplete,,Span ve kategori doğru (hedef grup: Kürtler de var)
1658703484135375104,Armenian,"@misvakcaps Turkiyede hukumette yönetimdeki 
Recep Tayyip Erdogan Suleyman Soylu Hulusi Akar Hakan Fidan
sayesinde teröristkatil ermeni yahudi pkk/ypgliler istanbul ve diger şehirlerde bebekleri çocuklari öldüremiyor
Laikchpiphdpyesilsolhukumetinde her sehirde yeniden bebeklere saldirir pkk https://t.co/tVizZcjZVp",,teröristkatil ermeni,Correct,,Swearing; Insult; Defamation; Dehumanization,Correct,,Incomplete,,"Span ve kategori doğru (hedef grup: Yahudiler ve Kürtler de var, bunları yazıyorum çünkü terörist katil Ermeni Yahudi yazmış ama span sadece Ermeni’ye kadar olan kısmı almış)"
1657987358405402880,Armenian,@AsiLaz_61 Atatürk'ün resimlerini çöpe atan sfresizler baharı gtunuze girdimi şimdi.  Atatürk'ün ibne gibi heykelini yapan pçler. Ulan Atatürk Türk Türk. Sizin Ermeni pç değil,,Atatürk'ün ibne gibi heykelini yapan pçler. Ulan Atatürk Türk Türk. Sizin Ermeni pç değil,Correct,,Swearing; Insult; Defamation; Dehumanization,Correct,,,,Span ve kategori doğru
1658529038137188096,Armenian,@iyiphaber Ülkenin muhalefeti  bir ermeni kalıntı kırıntısı fahişenin laflarıyla yönlendirilmeye başladı vaaaayy ülkem vaaaayy,,ermeni kalıntı kırıntısı fahişenin,Correct,,Swearing; Insult; Defamation; Dehumanization,Correct,,,,Span ve kategori doğru
1658154910624390912,Armenian,@fatihportakal Azerbaycandan dost olmaz dedinya dogru demissin senin gibi ermeni tohumlarina azerbaycandan dost olmaz dogru tespitte bulunmussun..onu bunu yargiliyicaz diyosunuzya.Turkiye sizin degil kendinize gelin siz Turkiyeyi temsil etmiyosunuz siz ermenistani avrupayi temsil ediyosunuz.,,senin gibi ermeni tohumlarina,Correct,,Swearing; Insult; Defamation; Dehumanization,Correct,,,,Span ve kategori doğru
1658430218632045056,Armenian,"@ei8hty_ei8ht @TCMuge @_aslantug Tip ysp'nin yandan cakmasidir, hüdaparin seriatsiz, sosyalist versiyonudur. Ermeni oldunuz Türk olamadınız, çok enteresan bir olusumsunuz",,Ermeni oldunuz Türk olamadınız,Correct,,Exclusive/Discriminatory Discourse,Wrong,,,,"Span doğru, kategori yanlış"
1658771134773448960,Armenian,@turarms_news Başkanla bitmez nerde pkk sevicisi sözde ermeni soykırımı destekleyici dhkpc destekçisi varsa CHP'de,,pkk sevicisi sözde ermeni soykırımı destekleyici dhkpc destekçisi varsa CHP'de,Correct,,Exaggeration; Generalization; Attribution; Distortion,Correct,,,,Span ve kategori doğru
1658139896547033088,Armenian,@gulsumkagatun @dileysss @DijitalNabiz @TurkcuPaylasim Ermeni Çeteleri ile birleşirsen Milliyetçiler de Erdoğan ile birleşir.,,Ermeni Çeteleri ile birleşirsen,Correct,,Exaggeration; Generalization; Attribution; Distortion,Correct,,,,Span ve kategori doğru
1658743904999546880,Armenian,@Zeynep27981210 @KumandanRte Adam vekil vermeyi seviyor hayır olarak para kullanmıyor vekil kullanıyor Allah rızası için bir sadaka diyene adam vekil veriyor bu bayramda kurban olarak vekil keser diye korkuyordum da Allahtan ermeni olduğunu öğrendim  için rahatladı,,Allahtan ermeni olduğunu öğrendim,Correct,,Swearing; Insult; Defamation; Dehumanization,Wrong,,,,"Span doğru, kategori yanlış (sarkastik bir tweet, ayrımcı söylem olacak Hıristiyanlığa atıfta bulunuyor)"
1658340270931336960,Armenian,"@Profesorfacia Ermeni kemal seloyu apoyu hapisteki pkk lıları bırakacaksın pkk yeniden dirilecek sayende karakol basacak bebek, polis, asker, öğretmen, işçi şehit edecek.",,"Ermeni kemal,şehit edecek",Correct,,"Swearing; Insult; Defamation; Dehumanization,Threat of Enmity; War; Attack; Murder; or Harm",Wrong,,,,"Span doğru, kategori yanlış (simgeleştirme ve abartma/yükleme/çarpıtma olacak)"
1658083681620180992,Armenian,Karadenizli olmakla gurur duyuyorum. Gerçek Türklerden size oy moy yok. Ermeni artıkları! https://t.co/oKLys9UZAY,,Ermeni artıkları,Correct,,Swearing; Insult; Defamation; Dehumanization,Correct,,,,Span ve kategori doğru
1658404978585752064,Armenian,"@ismailozdemirrr @dbdevletbahceli Ismail, sen ermeni dölü olabilirsin. Sen teröriste destek veren bir çöpsün.",,ermeni dölü,Correct,,Swearing; Insult; Defamation; Dehumanization,Correct,,,,Span ve kategori doğru
1658017521046523904,Armenian,@Mefa_422 @tefsircii Demek ki ermeni tohumları verimli çıkıp beklenenin üstünde çoğalmışlar. Terörseviciler artmış böylelikle. Garip olan bir şey yok.,,ermeni tohumları,Correct,,Swearing; Insult; Defamation; Dehumanization,Correct,,,,Span ve kategori doğru
1658514893182468096,Armenian,@ANALDELREY85 @EkReMUsTaD @kilicdarogluk Ermeni soyu derken üzgünüm ki teşbihte hata yapmıyoruz…Maalesef gerçek.Neden hiçbir Chp li arkadaşım yorum yazamıyor.Normalde herseye saldırırlar.🙈🙉🙊 nu oynamayın artık rica ediyorum 🙏,,Ermeni soyu,Correct,,Symbolization,Correct,,,,Span ve kategori doğru (simgeleştirmeyi doğru algılamış vov)
1658236346157104896,Armenian,"@tele1comtr Bu adam sussun. Valla oy kaybettiriyor.
Yargilayacagiiiiiiz dedikçe insanlar Erdoğan'i koruma iç gudusune giriyor. Daha da bağlaniyor.
Şu Ermeni seviciyi cikarmayiiiiin",,Ermeni seviciyi,Correct,,Exaggeration; Generalization; Attribution; Distortion,Wrong,,,,"Span doğru, kategori yanlış (simgeleştirme olacak)"
1658201820215356928,Armenian,"@sevilayyaziyor Adam yine kazandı
Fetöye hdpkk ya satılık iş adamlarına sözde sanatçı ve medya bozuntularına çakma müslüman çakma milliyetçilere haçlı ya yunana ermeni yahudi batı devletlerine içteki ve dıştaki HAİNLERE 17 düvele karşı
Erdoğan kazandı
Yine kazanacak https://t.co/XcauBKEffs",,haçlı ya yunana ermeni yahudi,Incomplete,,Exclusive/Discriminatory Discourse,Wrong,,,,"Span eksik, içteki dıştaki hainlere kadar olan kısmı alması lazımdı, kategori yanlış, abartma/yükleme/çarpıtma olacak. (hedef grup: Yahudiler ve Hıristiyanlar da var)"
1658502156536750080,Armenian,@SkyFall1614 CHP'liler biraz mantık yürütün.@kilicdarogluk bir Ermeni.Karabulut olan soyadını Kılıçdaroğlu olarak değiştirdi.Annesinin adı Yemuş.Amcasının oğlu İbrahim Karabulut PKK'nın Hamburg sorumlusu.Bunların HDP ile işbirliği yapması tesadüf mü?PKK da Ermeni Asala'nın uzantısı.Basit.😁 https://t.co/h1ssJmWRxE,,"bir Ermeni,PKK da Ermeni Asala'nın uzantısı",Correct,,"Swearing; Insult; Defamation; Dehumanization,Exaggeration; Generalization; Attribution; Distortion",Wrong,,,,"Span doğru, kategori biri doğru biri yanlış"
1658754975042792960,Armenian,@medyaadami @gulinguliin Şu yorum yapanlara bakıyorum üzüldüm bizim 50 bin şehidimiz bu PKK sevicileri için onların masum gösterenler için bedel vermişler can vermişler. Yazık  ki bu Ermeni sevicilerle aynı topraklarda yaşıyorum.,,Ermeni sevicilerle,Correct,,Exaggeration; Generalization; Attribution; Distortion,Wrong,,,,"Span doğru, kategori yanlış, simgeleştirme olacak"
1658736405432892928,Armenian,@ATAISIK_ Haydee jaydee siktirij gidin bu ülkeden pkk yandaşları sizi ulan reisi ezdirirmiyiz size ermeni tohumları,,ermeni tohumları,Correct,,Swearing; Insult; Defamation; Dehumanization,Correct,,,,Span ve kategori doğru
1658505464852750080,Armenian,@NerissaKatun @ErdalErcebi @umaydoktrin @kilicdarogluk Sen benimle uğraşacağına bay Kemalin yanına git. son bir saat Sinan oğan adına çekilsin. bozkurt Sinan olmazsa Osmanlılı tayibe oylar. ermeni Kılıçdaroğluna oy yok.,,ermeni Kılıçdaroğluna,Correct,,Swearing; Insult; Defamation; Dehumanization,Wrong,,,,"Span doğru, kategori yanlış, simgeleştirme olacak"
1657950738465579008,Armenian,"@nabiontanya Tip yedi, Ve sizin LGBT takıntınız sizi yok etti.

Kürtler muhafazakar milliyetçidir, Gidip'de ermeni savunursan sana böyle %8 oy çıkar.

Hepinize müstahak, kusura bakma ama Kürtler beyinsiz:)",,ermeni savunursan,Incomplete,,Exclusive/Discriminatory Discourse,Correct,,,,"Span eksik, LGBTİ+lar ve Kürtlerle alakalı kısım da span, kategori doğru"
1658764168709766912,Armenian,"Rum ve Ermeni kırığı Chp liler;
Bak işte siz busunuz.Siz sizden olmayana Ekmek vermezsiniz. https://t.co/w01I5PXnqp",,Rum ve Ermeni kırığı,Correct,,Swearing; Insult; Defamation; Dehumanization,Correct,,Incomplete,,Span ve kategori doğru (hedef grup: Rumlar da var)
1658188555846311936,Armenian,"@kemalistharika Peki trabzonlu hemserim kk bunları söyledikten sonra kimlerle yola çıktı kimlere özgürlük vaddetti 
Maçka dağlarında 15 yaşında kanını toprağa bırakan erenin hatrı kk dan daha az ise lafım yok 
Alevi kürt olması bizim için sorun olmaz lakin ermeni olması benimiçin büyük bir sorun",,ermeniyas,Incomplete,,Exclusive/Discriminatory Discourse,,,,,Span eksik
1658085081611661056,Armenian,@su_acayip_kisi @absurtolaylar Komando Askerlik yaptım pkkyla catistim. Akrabalarimdan  şehitlerler ülke için bedel ödedik gidip ne olduğu belli olmayan Ermeni bay bay kemalemi oy verecektik tabiki ERDOĞAN diyoruz ☝🏿🔥🔥🇹🇷,,ne olduğu belli olmayan Ermeni,Correct,,Exclusive/Discriminatory Discourse,Wrong,,,,"Span doğru, kategori yanlış"
1657987841639472896,Armenian,@aslansinann7 Maraşlinin  senin iki boklu pantolanuna ihtiyacı yok anladın mı amcik ağızlı Ermeni simdi defol git .,,amcik ağızlı Ermeni,Correct,,Swearing; Insult; Defamation; Dehumanization,Correct,,,,Span ve kategori doğru
1658099425108016896,Armenian,"@DmitriMendeley1 @portovechiaaa @iosedat Sana düşmanca yanaşmıyorum bana yazana kadar araştır diyorum. İdeoloji diyorsun, nerede ne zaman görülmüş elin gâvuru ile Türkün ideolojisinin uyumlu olduğu. Gerçi adamların hepsi ermeni sende haklısın. Elinin altında google amca var sor ona o sana yazdıklarımın cvbını verir.",,hepsi ermeni,Incomplete,,Exaggeration; Generalization; Attribution; Distortion,Correct,,,,"Span eksik, gavur kelimesini almamış, ama belirlediği span ve kategori doğru"
1658076990954429952,Armenian,@KemalMelissa @umitozdag Umit Bey ermeni soykirimi taniyan CHP zihniyetinden uzak durunuz @umitozdag @DrSinanOgan https://t.co/ZoTfboshDj,,ermeni soykirimi taniyan,Correct,,Exaggeration; Generalization; Attribution; Distortion,Correct,,,,Span ve kategori doğru
1658367373018124032,Armenian,Hani bu ülkeyi terkediyordunuz niye defolup gitmiyorsunuz biz bu ülkede ermeni istemiyoruz. https://t.co/OcpY5yXHCZ,,defolup gitmiyorsunuz biz bu ülkede ermeni istemiyoruz,Correct,,Exclusive/Discriminatory Discourse,Correct,,,,Span ve kategori doğru
1658363279998107904,Armenian,@SadieCleoLola21 @tanjuozcanchp @888iiiiiiii Üç tane mv için 61 tane teröristi görmezden geleceğimizi sanan kit akıllı terörist seni. Chpnin cikardiklarinin çoğu ya fetöcü ya terör sempatizanı ya ermeni attığı bir tane Atatürkçü yok.,,"terörist seni,ermeni",Incomplete,,"Swearing; Insult; Defamation; Dehumanization,Exclusive/Discriminatory Discourse",Wrong,,,,"Sadece ermeni kelimesini span olarak almış, ermeni artığı yazıyor, kategori yanlış"
1658357055361523968,Armenian,"chp kurucusu Atatürk ve zaten Atatük ü Türk olmayan insanlar sevmez kimler sevmez biliyor musun 
yunan ermeni inngiliz fransız italyan alman sevmez https://t.co/AuQIPYnN4F",Erroneous,terörist katil ermeni,,,Swearing; Insult; Defamation; Dehumanization,,,,,Tweet yanlış
1658227124946320896,Armenian,@DrDouAkar1 @Masumlimon1 Lan sen geçmişini bi araştır bakalım Osmanlıya dayanıyor mu ? Dayanıyorsa senin ninen de çarşaflıydı. Eger dayanmıyorsa aynı Osmanlıdaki gibi şimdiki azınlık ermeni tohumusunuz,,ermeni tohumusunuz,Correct,,Swearing; Insult; Dehumanization,Correct,,,,Span ve kategori doğru
1658444818933063936,Armenian,@yenisafak Bu kadın müslüman olamaz uzaktan yakından alakası bile yok bu Ermeni bunların zihniyeti hep böyledir kıyamete kadarda böyle olacak surata baksana maymun gibi,,"ermeni,maymun gibi",Correct,,"Exclusive/Discriminatory Discourse,Swearing; Insult; Dehumanization",Correct,,,,Span ve kategori doğru
1658010991341486080,Armenian,@SoldByOktay @YasharH3 Sebe şu! Erdoğan çok güclü ve kararlı! Farsi faşistler ondan korkuyor! Erdoğan olmazsa Farslar Azerbaycana saldırır Ermeni itini korur!,,Ermeni itini,Correct,,Swearing; Insult; Dehumanization,Correct,,,,Span ve kategori doğru
1657927395968527872,Armenian,@pinaryaziyor Deveye diken İstanbul luyu skn yarar kira mira hikaye seçmenin yarısı pkk yarısı ermeni Rum. Hayin nankör o.yuzden İzmir İstanbul bokda yese CHP der,,pkk yarısı ermeni Rum,Correct,,Swearing; Insult; Dehumanization,Wrong,,,,"Span doğru, kategori yanlış"
1658630214589592064,Armenian,"@Siyahmavi3838 İşte tam da bunu ifade ederek söylemiştim bu kahpelerin Kürt müslüman olduklarına inanmıyorum, bunlar sadece Ermeni asıllı piç kuruları, derhâl soruşturma başlatılsın hemde derhâl",,Ermeni asıllı piç kuruları,Correct,,Swearing; Insult; Dehumanization,Correct,,,,Span ve kategori doğru
1658259435599417088,Armenian,"@DafneEren Haklısın içerisinde gayrımüslim yahudi ve ermeni asıllılar, sebateyistler ve din değil ama islam düşmanı %25 sabit kitle ki ne kitlersen yerler+ % 9 hdpkk teröristi + % 6 fetö teröristi ve % 5 de ak partiden kovulan veya marjinal ahmak olan dhkpc ve tip gibi embesilleri de… https://t.co/H17LbAYOOv",,"ermeni asıllılar,sebateyistler,islam düşmanı",Correct,,"Exclusive/Discriminatory Discourse,Symbolization,Swearing; Insult; Dehumanization",Wrong,,,,"Span doğru, kategori sonuncusu yanlış"
1658105292603772928,Armenian,"@Transferhaber6 Kimse kusura bakmasın, ermeni kadının balası asla Türk’e başkan olamaz !(ırkçılıkla alakası yok) adayınızı belirlerken kaybettiniz.",,ermeni kadının balası asla Türk’e başkan olamaz,Correct,,Exclusive/Discriminatory Discourse,Correct,,,,Span ve kategori doğru
1658432351544672000,Armenian,@dk_imamoglu @rahsangulsan Çocuklarımızın yarınlarını siz karartacaksının terör ve ermeni severleri çok yazık sizlere bu kadar vatan düşmanlığı olmaz.....?,,ermeni severleri,Correct,,Exclusive/Discriminatory Discourse,Wrong,,,,"Span doğru, kategori yanlış, simgeleştirme olacak"
1658163412092826112,Armenian,"@Mehmetguler0239 @aysegultlc @FerhadUzun21 @kilicdarogluk @ekrem_imamoglu HDP de yok mu, hangi vicdan kendi çocuğunu avrupaya , garibanın çocuğunu dağa yollar.
PKK ve destekçilerinin çoğu cihan harbinde hamile kadınlarımızın karnını deşen ermeni militanlarının tohumları.
Ki o yıllarda onların hakkından gelenlerde Kürt kardeşlerimizdi.",,ermeni militanlarının tohumları,Correct,,Swearing; Insult; Dehumanization,Wrong,,,,"Span doğru, kategori yanlış"
1658499806736666880,Armenian,@aleynaklcdarglu Hastr lan Ermeni tohumu şerefsizler. Ne bok olduğunuzu tüekiyenin yarısından fazlası biliyor geri kalan da iq ortalamasını düşüren aptallar.,,"Ermeni tohumu,şerefsizler",Correct,,"Swearing; Insult; Dehumanization,Swearing; Insult; Dehumanization",Correct,,,,Span ve kategori doğru
1658171382511854080,Armenian,"@nikopoliidis @furkancerkes O cümleye gitmeye gerek yok. Atatürk düşmanı ve Ermeni sevici Canan’ı il başkanı, yüksel taşkını, Sadullah ergini ve buna benze 35 40 mv chp saflarında nasıl seçtiniz. Atatürkçüsün ya mantıklı bir cevabın vardır",,Ermeni sevici,Correct,,Exclusive/Discriminatory Discourse,Wrong,,,,"Span doğru, kategori yanlış simgeleştirme olacak, Ermeni seviciyi ayrımcı söylem olarak alıyor ama simgeleştirme"
1658190798779736064,Armenian,@miray_denizzz @lordsinov Yav yabancı düşmanlıgını anlıyorum da Millet ittifakında zaten Türk yok Buna ne diyorsun Birinin anası Ermeni birinin babası yahudi e nasıl olacak .d,,Birinin anası Ermeni birinin babası yahudi,Correct,,Exclusive/Discriminatory Discourse,Wrong,,,,"Span doğru, kategori yanlış, abartma/yükleme/çarpıtma olacak"
1658737994390553088,Armenian,"@kilicdarogluk ermeni yahudisi (pakraduni) birinden ancak bu beklenirdi, yine beklentileri doğru çıkardın, cibilliyetini gösterdin, seni oraya kasetle  oturtan okyanus ötesine borcunu ödediniz. Hem bu Vatanın ekmeğini ye hemde ihanet et, yazıklar olsun...",,"ermeni yahudisi (pakraduni),ciisdemir",Incomplete,,"Swearing; Insult; Dehumanization,Swearing; Insult; Dehumanization",Wrong,,,,"Span eksik, kategori yanlış, abartma/yükleme/çarpıtma olacak"
1534982546592874498,Greek,"@username @username @username @username ANSIZIN GELEBİLİRİZ
#ŞakamızYokYunanistan https://t.co/JNgBsBrErh",,ANSIZIN GELEBİLİRİZ #ŞakamızYokYunanistan,Correct,,Threat of Enmity; War; Attack; Murder; or Harm,Correct,,,,Span ve kategori doğru
1566515940090601472,Greek,"Yunanistan için tehlike sirenleri çalıyor… 
Titre Yunanistan… 
Bir gece ansızın gelebiliriz… https://t.co/PaK3xJiO8k",,Titre Yunanistan… Bir gece ansızın gelebiliriz,Correct,,Threat of Enmity; War; Attack; Murder; or Harm,Correct,,,,Span ve kategori doğru
1540567716918185984,Greek,"Araplar bizi arkadan vurdu diye havlayanlar 
Anadolu'yu işgal eden çoçuk kadın yaşlı demeden katleden  Yunan Fransız İngiliz gavuruna tek laf etmez 
Sizin sahte milliyetçiliğinize  Sahte Türkçülüğünüze sokayım
Sizin Düşmalıgınız Araplara değil İslama",,"Anadolu'yu işgal eden çoçuk kadın yaşlı demeden katleden Yunan Fransız İngiliz gavuruna tek laf etmez,Sizin sahte milliyetçiliğinize Sahte Türkçülüğünüze sokayım",Correct,,"Exaggeration; Generalization; Attribution; Distortion,Swearing; Insult; Defamation; Dehumanization",Wrong,,,,"Span doğru, kategori yanlış ilkinde, ikincisi doğru, gavur kelimesini algılamamış"
